file,folder,mean_luminance
C:\Users\micha\Desktop\AGNG\Images\Scram2\AM03_NC.jpg,C,0.10136736929416656
C:\Users\micha\Desktop\AGNG\Images\Scram2\AM03NES.jpg,C,0.09811971336603165
C:\Users\micha\Desktop\AGNG\Images\Scram2\AM04_NC.jpg,C,0.09760288894176483
C:\Users\micha\Desktop\AGNG\Images\Scram2\AM05NES.jpg,C,0.09737257659435272
C:\Users\micha\Desktop\AGNG\Images\Scram2\AM06_NC.jpg,C,0.07119739055633545
C:\Users\micha\Desktop\AGNG\Images\Scram2\AM09_NC.jpg,C,0.09883320331573486
C:\Users\micha\Desktop\AGNG\Images\Scram2\AM09NES.jpg,C,0.0985657200217247
C:\Users\micha\Desktop\AGNG\Images\Scram2\AM10NES.jpg,C,0.09745513647794724
C:\Users\micha\Desktop\AGNG\Images\Scram2\AM13NES.jpg,C,0.09857781231403351
C:\Users\micha\Desktop\AGNG\Images\Scram2\AM17NES.jpg,C,0.08972412347793579
C:\Users\micha\Desktop\AGNG\Images\Scram2\AM22NES.jpg,C,0.09787938743829727
C:\Users\micha\Desktop\AGNG\Images\Scram2\AM23NES.jpg,C,0.09832983464002609
C:\Users\micha\Desktop\AGNG\Images\Scram2\AM31NES.jpg,C,0.09615227580070496
C:\Users\micha\Desktop\AGNG\Images\Scram2\AM34NES.JPG,C,0.09722315520048141
C:\Users\micha\Desktop\AGNG\Images\Scram2\BF05_NC.jpg,C,0.07777092605829239
C:\Users\micha\Desktop\AGNG\Images\Scram2\BF07_NC.jpg,C,0.09262076020240784
C:\Users\micha\Desktop\AGNG\Images\Scram2\BF10_NC.jpg,C,0.0932278260588646
C:\Users\micha\Desktop\AGNG\Images\Scram2\BF14_NC.jpg,C,0.08369798958301544
C:\Users\micha\Desktop\AGNG\Images\Scram2\BF18_NC.jpg,C,0.0778970867395401
C:\Users\micha\Desktop\AGNG\Images\Scram2\BM01_NC.jpg,C,0.10161265730857849
C:\Users\micha\Desktop\AGNG\Images\Scram2\BM08_NC.jpg,C,0.10682975500822067
C:\Users\micha\Desktop\AGNG\Images\Scram2\HF04_NC.jpg,C,0.09146907925605774
C:\Users\micha\Desktop\AGNG\Images\Scram2\HF05_NC.jpg,C,0.10501715540885925
C:\Users\micha\Desktop\AGNG\Images\Scram2\HF09_NC.jpg,C,0.1021677777171135
C:\Users\micha\Desktop\AGNG\Images\Scram2\HF10_NO.jpg,C,0.1018228605389595
C:\Users\micha\Desktop\AGNG\Images\Scram2\HM04_NC.jpg,C,0.09020335972309113
C:\Users\micha\Desktop\AGNG\Images\Scram2\HM06_NC.jpg,C,0.08362530171871185
C:\Users\micha\Desktop\AGNG\Images\Scram2\HM09_NC.jpg,C,0.0700206458568573
